candidate,captions,file,target,category,image_path
B008F4DYIS,"['has a larger cleavage and is darker', 'blue with wider skirt']",cap.dress.train.json,B00E0WP2Y8,dress,data\images\pics\B008F4DYIS.png
B0063R8BIW,"[' with a red belt', 'is more orange and is shorter']",cap.dress.train.json,B009DMFFLK,dress,data\images\pics\B0063R8BIW.png
B00FVTN84U,"['is shorter and has longer sleeves', 'covers shoulders more and has a belt and a pattern']",cap.dress.train.json,B008BRM2GY,dress,data\images\pics\B00FVTN84U.png
B00A8FA2JG,"['Is cream with long sleeves', 'is white and more casual']",cap.dress.train.json,B00A8FAMPA,dress,data\images\pics\B00A8FA2JG.png
B009NCH63U,"['is green and with short sleeves', 'is darker in color']",cap.dress.train.json,B005MGDYAA,dress,data\images\pics\B009NCH63U.png
B00APFEPRY,"['is a princess neck line floorlenght blue dress', 'formal longer two toned sheath']",cap.dress.train.json,B00APFED80,dress,data\images\pics\B00APFEPRY.png
B008UBRHIE,"['is completely black in color', 'is solid black']",cap.dress.train.json,B0051T2TSQ,dress,data\images\pics\B008UBRHIE.png
B00BWPV50Q,"['has no sleeves and is solid navy blue', 'has no sleeves']",cap.dress.train.json,B00E4NM9LW,dress,data\images\pics\B00BWPV50Q.png
B008TKM7IQ,"['is strapless', 'is belted and strapless']",cap.dress.train.json,B00509LC3U,dress,data\images\pics\B008TKM7IQ.png
B00ARRFKGA,"[' with spaghetti straps', 'More red and shorter']",cap.dress.train.json,B00ECWW762,dress,data\images\pics\B00ARRFKGA.png
B004IK9BDA,"[' sleeveless', 'has bright pink and black patterns']",cap.dress.train.json,B006ZQW628,dress,data\images\pics\B004IK9BDA.png
B00CG60MOK,"['is teal and sleeveless', 'has a v-neck and is lighter colored']",cap.dress.train.json,B009KP6QZO,dress,data\images\pics\B00CG60MOK.png
B00CF1VSU8,"[' with long sleeves', 'It is more white and has a strap']",cap.dress.train.json,B00CF1X8C4,dress,data\images\pics\B00CF1VSU8.png
B00FNJDPNW,"['is more colorful and revealing', 'is sleeveless and more fitted']",cap.dress.train.json,B008ULB33O,dress,data\images\pics\B00FNJDPNW.png
B00FO6Y4CU,"['v neck black and blue short dress', ' is pale pink and much shorter']",cap.dress.train.json,B00DTPXNNE,dress,data\images\pics\B00FO6Y4CU.png
B0062FMQOU,"['Has a plainer Pattern', 'has purple flowers and has straps']",cap.dress.train.json,B0097L5W9M,dress,data\images\pics\B0062FMQOU.png
B00C97HZWI,"['is green with small dots', 'is lwaisted and green']",cap.dress.train.json,B00CKL8YRS,dress,data\images\pics\B00C97HZWI.png
B008I2VXU8,"['Is blue with a keyhole cut out.', 'is sleeveless']",cap.dress.train.json,B007N00P1O,dress,data\images\pics\B008I2VXU8.png
B003TJA806,"['is two toned and less colorful', 'is a two-piece with sleeved top']",cap.dress.train.json,B008E6IBEY,dress,data\images\pics\B003TJA806.png
B00684UKK2,"['is the same dress but white', 'whiter and opposite']",cap.dress.train.json,B00684V5LK,dress,data\images\pics\B00684UKK2.png
B008CO888C,"['has black and white pattern', 'is more plain']",cap.dress.train.json,B00E9MS2ZK,dress,data\images\pics\B008CO888C.png
B009K7G69I,"['is a tighter fitting dress', 'is shorter']",cap.dress.train.json,B00B19GNCS,dress,data\images\pics\B009K7G69I.png
B00926L00C,"['is more colorful and more floral', 'is darker in color']",cap.dress.train.json,B008G5VVDQ,dress,data\images\pics\B00926L00C.png
B0072CLC0Q,"['has both shoulders covered and is black.', 'is v necked and black']",cap.dress.train.json,B008AIKAYU,dress,data\images\pics\B0072CLC0Q.png
B008DGZ1IY,"['has shorter sleeves with a different pattern', 'more revealing and shorter sleevs']",cap.dress.train.json,B009DIG5X6,dress,data\images\pics\B008DGZ1IY.png
B0052IGSS8,"['is short sleeved and solid black', 'has belts']",cap.dress.train.json,B005MKBQBK,dress,data\images\pics\B0052IGSS8.png
B005SN1F5I,"['is just two solid colors', 'is brown and white']",cap.dress.train.json,B00B67DET0,dress,data\images\pics\B005SN1F5I.png
B006ACAY0I,"['is a black dress', 'is black and long-sleeve']",cap.dress.train.json,B008A4OT2S,dress,data\images\pics\B006ACAY0I.png
B002YQ3MAS,"['covers the sholders and is darker', 'is solid black and longer']",cap.dress.train.json,B008MZSKS4,dress,data\images\pics\B002YQ3MAS.png
B00AFPZBUY,"[' solid color', 'is longer and solid yellow']",cap.dress.train.json,B00AFOMFT0,dress,data\images\pics\B00AFPZBUY.png
B00BYN092Q,"['has an animal print', 'is brown with animal print']",cap.dress.train.json,B00A8FANIQ,dress,data\images\pics\B00BYN092Q.png
B003IHVHOK,"['has a medium sleeves with a light in color.', 'the dress is grey and shorter']",cap.dress.train.json,B005OORJ8I,dress,data\images\pics\B003IHVHOK.png
B008GQ3M1E,"['Is more fitted and red', 'Is more fitting with capped sleeves.']",cap.dress.train.json,B0072BD06Q,dress,data\images\pics\B008GQ3M1E.png
B00FFW0TRW,"['has a halter top and is lighter', 'is pink without sleeves']",cap.dress.train.json,B00DW7SGFY,dress,data\images\pics\B00FFW0TRW.png
B008BHS3UI,"[' with a deeper pink color', 'is more flowy and lighter']",cap.dress.train.json,B00B0QDSXY,dress,data\images\pics\B008BHS3UI.png
B0073ETM28,"['is shorter with a pink tie dye print', 'is shorter and red and white']",cap.dress.train.json,B005EYSZZO,dress,data\images\pics\B0073ETM28.png
B005LC23ES,"['is red and shorter', 'is red colored with no pattern']",cap.dress.train.json,B00307RLL6,dress,data\images\pics\B005LC23ES.png
B0067HLGGC,"[' has no straps and is shorter', 'is black with colored pattern']",cap.dress.train.json,B00ALGU3FK,dress,data\images\pics\B0067HLGGC.png
B00CMGP6PY,"['Is lonf and torquose', 'is blue with straps']",cap.dress.train.json,B00CNGCRPA,dress,data\images\pics\B00CMGP6PY.png
B0062R1L8A,"['darker blue and shorter sleeved', 'is dark blue with shorter sleeves']",cap.dress.train.json,B004QVWTMQ,dress,data\images\pics\B0062R1L8A.png
B008KSA964,"['is more colorful and has no sleeves', 'is sleeveless with a vneck and brightly colored']",cap.dress.train.json,B007CPTQ1A,dress,data\images\pics\B008KSA964.png
B006WQW6K8,"['has a smaller floral design and short sleeves', 'has longer sleeves']",cap.dress.train.json,B004ZY0CBY,dress,data\images\pics\B006WQW6K8.png
B00715FT9O,"['is black and more parochial', 'is black with longer sleeves']",cap.dress.train.json,B00B67AO2A,dress,data\images\pics\B00715FT9O.png
B00CO6KO0E,"['is more solid and shorter', 'is all black with sheer sleeves']",cap.dress.train.json,B0065L240C,dress,data\images\pics\B00CO6KO0E.png
B00CPKGWDW,"['is shiny blue and less revealing', 'is shiny and darker']",cap.dress.train.json,B00BEDIQVM,dress,data\images\pics\B00CPKGWDW.png
B007RGMHA6,"['is an off shoulder blue top', 'is shorter and off the shoulder']",cap.dress.train.json,B00824GB22,dress,data\images\pics\B007RGMHA6.png
B00CUDWJJU,"['is lighter and has shorter sleeves', 'has no sleeves and and green color']",cap.dress.train.json,B00CUD9RQI,dress,data\images\pics\B00CUDWJJU.png
B006BBKVPG,"[' is printed and is pink', 'is a geometric print']",cap.dress.train.json,B009VYW3Y2,dress,data\images\pics\B006BBKVPG.png
B00AKOUZPQ,"['is solid black with longer sleeves', 'Is longer']",cap.dress.train.json,B00C40W020,dress,data\images\pics\B00AKOUZPQ.png
B008BRM2G4,"['black u shaped neck dress with long sleeves. Black in color', 'is solid black']",cap.dress.train.json,B00712KNGG,dress,data\images\pics\B008BRM2G4.png
B006LFF850,"['is dark red and shinier.', 'shinier and red']",cap.dress.train.json,B006ZQX8RK,dress,data\images\pics\B006LFF850.png
B007CDYAAE,"['has straps and is orange', ' more modern solid red']",cap.dress.train.json,B00DJQN0MW,dress,data\images\pics\B007CDYAAE.png
B0053W3ZCK,"['uneven designed light green and black dress', 'is shorter and has a brighter color pattern']",cap.dress.train.json,B0060FHQI8,dress,data\images\pics\B0053W3ZCK.png
B004YKSCX4,"['Is more whimsical and pink', 'has thick straps']",cap.dress.train.json,B004YN2KW0,dress,data\images\pics\B004YKSCX4.png
B0070P0ZLM,"['has shorter sleeves and no bust embroidery', 'is plain and shorter sleeves']",cap.dress.train.json,B00A1HXBNK,dress,data\images\pics\B0070P0ZLM.png
B00DZYKQK2,"['is less revealing', 'has a V neck and a belt']",cap.dress.train.json,B00EDTG2PQ,dress,data\images\pics\B00DZYKQK2.png
B0074PSMUY,"['is a black and white dress with straps', 'is paisley']",cap.dress.train.json,B006WQXWE2,dress,data\images\pics\B0074PSMUY.png
B009ANVHJG,"['is black and white tight short dress', 'is black and white']",cap.dress.train.json,B006MOS4DS,dress,data\images\pics\B009ANVHJG.png
B00A8FAI86,"['is longer and has more design', 'is longer and lighter colored pattern']",cap.dress.train.json,B00DH7DDRU,dress,data\images\pics\B00A8FAI86.png
B008M4QLLI,"['is more high-waisted and has a bow', 'round neck']",cap.dress.train.json,B008VIRAB0,dress,data\images\pics\B008M4QLLI.png
B00CTT44KW,"['is shorter with short sleeves and box design', 'is white and black and shorter']",cap.dress.train.json,B00CTT50XC,dress,data\images\pics\B00CTT44KW.png
B00CTA0NEW,"['is long and strapless.', 'has striped pink near the bottom and a white top. Fit is a lot longer..']",cap.dress.train.json,B00CTA12Q0,dress,data\images\pics\B00CTA0NEW.png
B007Y3CO3C,"['is shorter', ' longer and striped']",cap.dress.train.json,B008RJZVHS,dress,data\images\pics\B007Y3CO3C.png
B0066CUYHK,"['is a patterned dress', 'is more flowy and flirty']",cap.dress.train.json,B0067LQ6M2,dress,data\images\pics\B0066CUYHK.png
B006MOS5IM,"['is black with long sleeves', 'has more lace and looser skirt']",cap.dress.train.json,B005V3N4E0,dress,data\images\pics\B006MOS5IM.png
B0091R7GBE,"['is white and has no sleeves', 'is cream and has tank top sleeves']",cap.dress.train.json,B00741MD2Q,dress,data\images\pics\B0091R7GBE.png
B0030MI3AE,"['is white and blue', 'has a higher neckline and no pattern']",cap.dress.train.json,B0030MIDIQ,dress,data\images\pics\B0030MI3AE.png
B005XIDI4E,"['half sleeves short black dress', 'black']",cap.dress.train.json,B0044BBN52,dress,data\images\pics\B005XIDI4E.png
B00H3QRPPW,"['is shorter with white stripes', 'has black and white stripes']",cap.dress.train.json,B005X0RK96,dress,data\images\pics\B00H3QRPPW.png
B00A0S760O,"['Is more animated and colorful', 'is darker with short sleeves']",cap.dress.train.json,B00CZBUOGC,dress,data\images\pics\B00A0S760O.png
B003MQPIUQ,"['purple dress with black belt', 'is shorter floral patterned and has a belt']",cap.dress.train.json,B003OPYYEG,dress,data\images\pics\B003MQPIUQ.png
B009LIFE80,"['is patterned and more flowy.', 'Is less colorful']",cap.dress.train.json,B00DR8UJ08,dress,data\images\pics\B009LIFE80.png
B00AVWKDTK,"['Is longer and more formal', 'is a little longer on the bottom.']",cap.dress.train.json,B005H1Z6CE,dress,data\images\pics\B00AVWKDTK.png
B007B8692M,"['is more transparent', 'is solid royal blue']",cap.dress.train.json,B0078LJ5JQ,dress,data\images\pics\B007B8692M.png
B004J9CI6M,"[' and white and grey argyle pattern in the middle', ' looser sleeves']",cap.dress.train.json,B00BY3FON0,dress,data\images\pics\B004J9CI6M.png
B007WA13PC,"['is white', ' halter neck']",cap.dress.train.json,B008IGU56C,dress,data\images\pics\B007WA13PC.png
B00AX35G4O,"['Has a solid fabric with silver studs', 'sexy and shapes to the body']",cap.dress.train.json,B00BD03JWM,dress,data\images\pics\B00AX35G4O.png
B004OHD7VY,"['has plain pattern', 'is red with no frills']",cap.dress.train.json,B00FS7K0HI,dress,data\images\pics\B004OHD7VY.png
B00CZ589VA,"[' grey', 'is long and white']",cap.dress.train.json,B00D860T5O,dress,data\images\pics\B00CZ589VA.png
B00CPYIJH0,"['is shorter with purple and black designs', 'is black with colorful pattern']",cap.dress.train.json,B006W6PZVK,dress,data\images\pics\B00CPYIJH0.png
B00DGPG0SC,"['is blue', 'is black and more professional']",cap.dress.train.json,B006VVMRQW,dress,data\images\pics\B00DGPG0SC.png
B00CLZZYQM,"['is longer and has floral design', 'has colorful floral print with no straps']",cap.dress.train.json,B00BRBEBE2,dress,data\images\pics\B00CLZZYQM.png
B00B9R6GOC,"['sleeveless', 'has no sleeves and multiple stripes']",cap.dress.train.json,B00ELNWU5K,dress,data\images\pics\B00B9R6GOC.png
B0051SQLA4,"['is simpler cut with colorful embroidery', 'Browner with shorter sleeves']",cap.dress.train.json,B00DUFXFWW,dress,data\images\pics\B0051SQLA4.png
B0096MXXC0,"['Has a dark top and lighter bottom.', 'has more color patterns']",cap.dress.train.json,B005UEVJ06,dress,data\images\pics\B0096MXXC0.png
B008EMCCFC,"['is sleeveless with zipper in center.', 'has a zipper front']",cap.dress.train.json,B001ASBT0Q,dress,data\images\pics\B008EMCCFC.png
B005BWQMHW,"['is pink and has longer sleeves', 'is pink with sleeves and belted']",cap.dress.train.json,B008NC8A68,dress,data\images\pics\B005BWQMHW.png
B00BLZGHTQ,"['Is black and sexy dress', 'is green colored and no sleeves']",cap.dress.train.json,B0098BV4P2,dress,data\images\pics\B00BLZGHTQ.png
B0084JU6JE,"['sleeveless and has a flared skirt', 'is girly and sporty']",cap.dress.train.json,B00A9SQCQ4,dress,data\images\pics\B0084JU6JE.png
B009EU9GHA,"['is pink with short sleeves', 'is pink and long-sleeve']",cap.dress.train.json,B007KJ0I3I,dress,data\images\pics\B009EU9GHA.png
B00D3YFSRA,"['is long sleeved', 'is more dark and less red']",cap.dress.train.json,B00C59LZZS,dress,data\images\pics\B00D3YFSRA.png
B003JH7YAK,"['is sexier and checked red and white', 'is red and white and more fitted']",cap.dress.train.json,B00604Z1UY,dress,data\images\pics\B003JH7YAK.png
B00C3ZAXR0,"['is dark in color with short sleeves', ' tighter black']",cap.dress.train.json,B00A0JHI5Q,dress,data\images\pics\B00C3ZAXR0.png
B004ZIGJDU,"['is shorter with a fitted waist', 'Is shorter and more ruched']",cap.dress.train.json,B00BG8XYR6,dress,data\images\pics\B004ZIGJDU.png
B008006EU2,"[' is more casual', 'is in solid black.']",cap.dress.train.json,B00BN3FOA4,dress,data\images\pics\B008006EU2.png
B00E3GFPFW,"['is black and shorter', 'is black and tan']",cap.dress.train.json,B0094GAVJ6,dress,data\images\pics\B00E3GFPFW.png
B00CHS4EMS,"['is darker', 'is darker in color']",cap.dress.train.json,B00CHS13P4,dress,data\images\pics\B00CHS4EMS.png
B004X5B6J2,"[' orange print with scoop neck', 'black and white stripes and strappy']",cap.dress.train.json,B00196XK4W,dress,data\images\pics\B004X5B6J2.png
B006J3YAD0,"['is lighter and longer', 'Has larger stripes']",cap.dress.train.json,B008OZTH1G,dress,data\images\pics\B006J3YAD0.png
B007ECF8U4,"['has buttoned front and looser fit', 'is blue and more open']",cap.dress.train.json,B002VLHM4S,dress,data\images\pics\B007ECF8U4.png
B0073114DG,"['Is less revealing and more basic', 'is tighter']",cap.dress.train.json,B00A3Q8G8Y,dress,data\images\pics\B0073114DG.png
B003HP6DLK,"['Is longer and more dressy.', 'Longer and more blue']",cap.dress.train.json,B00CEIULHS,dress,data\images\pics\B003HP6DLK.png
B00E3U0VK2,"['is white and have shorter sleeves', 'white ruffled v-neck sleeveless shirtwaisted dress']",cap.dress.train.json,B003AU5JNA,dress,data\images\pics\B00E3U0VK2.png
B008BA7THS,"['is white with red rose pattern', 'has a lot looser fitting dress in floral white print.']",cap.dress.train.json,B00DQ5R8S8,dress,data\images\pics\B008BA7THS.png
B003TLODL4,"['has shorter sleeves with light grey color', 'is one-tone and short sleeved']",cap.dress.train.json,B009ERVM1G,dress,data\images\pics\B003TLODL4.png
B003XSWAKE,"['is a lighter color with less pattern', 'A solid blue dress']",cap.dress.train.json,B003XT0FKA,dress,data\images\pics\B003XSWAKE.png
B0080EMFGU,"['is sequined short dress with short sleeves', 'is shorter and metallic in color with sleeves']",cap.dress.train.json,B008J17TZQ,dress,data\images\pics\B0080EMFGU.png
B0084DKHUI,"['is shorter and belted', 'is in solid red.']",cap.dress.train.json,B008OC8LAC,dress,data\images\pics\B0084DKHUI.png
B00EIK88G6,"['has no sleeves and more shiner', 'Is sexier and shinier']",cap.dress.train.json,B006586QIG,dress,data\images\pics\B00EIK88G6.png
B00BR3OXYS,"['has cold shouldersand is animal print', 'has longer sleeves']",cap.dress.train.json,B005DC39J4,dress,data\images\pics\B00BR3OXYS.png
B00DDHBOYI,"['is a black maxi dress', 'is black and more elegant']",cap.dress.train.json,B00ED7W9GO,dress,data\images\pics\B00DDHBOYI.png
B004IK9BLC,"['has yellow floral prints', 'is more colorful and longer']",cap.dress.train.json,B00BBUQZXO,dress,data\images\pics\B004IK9BLC.png
B00CW9N89M,"['is blue mid length fitted dress with short laced sleeves', 'is plain blue']",cap.dress.train.json,B00CS1DE16,dress,data\images\pics\B00CW9N89M.png
B00BM7E6AU,"['is shorter with a brown belt', 'has a shorter skirt and sleeves']",cap.dress.train.json,B00D8DW8CY,dress,data\images\pics\B00BM7E6AU.png
B005LBYG4Y,"['is sleeveless and printed', 'no sleeves and a grey pattern']",cap.dress.train.json,B009YKC8DY,dress,data\images\pics\B005LBYG4Y.png
B00AEB94S4,"['is whiter and has a waist band', ' darker blue and has straps']",cap.dress.train.json,B00CXXU0BQ,dress,data\images\pics\B00AEB94S4.png
B007PKEC6Q,"['is shorter and darker', 'is more white']",cap.dress.train.json,B007KSGUDQ,dress,data\images\pics\B007PKEC6Q.png
B008CPTBIC,"['is v necked with solid black print', 'is in solid black']",cap.dress.train.json,B003DKXLBO,dress,data\images\pics\B008CPTBIC.png
B00BWYRQOQ,"['its dark blue in color', 'is blue with thinner sleeves']",cap.dress.train.json,B008ZAYKPS,dress,data\images\pics\B00BWYRQOQ.png
B004FLJJ8O,"['is longer with floral pattern', 'Is shorter and tighter fit in purple']",cap.dress.train.json,B008PAJYPY,dress,data\images\pics\B004FLJJ8O.png
B00C11OI1S,"['is black and white with a black belt', 'is darker in color and more flowy']",cap.dress.train.json,B00DWGK5UY,dress,data\images\pics\B00C11OI1S.png
B00BUJEBB4,"['is less revealing and consistent with one color', 'Is more revealing']",cap.dress.train.json,B00CG06R0Y,dress,data\images\pics\B00BUJEBB4.png
B009LIK4XA,"['royal blue collared short dress', 'is a blue shirt dress and is shorter and casual']",cap.dress.train.json,B0070QMTYW,dress,data\images\pics\B009LIK4XA.png
B00AVWT55S,"['is shorter', 'is white and shorter length with belt']",cap.dress.train.json,B00BP0WKPW,dress,data\images\pics\B00AVWT55S.png
B00CX4237O,"['More vibrant and not ruffled', 'is red and green and has less frills']",cap.dress.train.json,B00CXAPHHG,dress,data\images\pics\B00CX4237O.png
B008IEF7NK,"['is more of white than black and a round neck', 'has no sleeves and black and white color']",cap.dress.train.json,B0080E5N0K,dress,data\images\pics\B008IEF7NK.png
B002P6IOHI,"['has shorter sleeves and solid color', 'has shorter with no sleeves and more burgundy']",cap.dress.train.json,B008IE0V9U,dress,data\images\pics\B002P6IOHI.png
B006LFT3RY,"['is a floral print dress', 'is lighter orange and longer sleeves with belt']",cap.dress.train.json,B00AYXA7TM,dress,data\images\pics\B006LFT3RY.png
B009RVDEMO,"['Is a bit shorter and more  fitted', 'has a slightly higher neckline']",cap.dress.train.json,B005M0ICIK,dress,data\images\pics\B009RVDEMO.png
B003RRWD62,"['is printed and short sleeved', 'Is more sexy and colorful']",cap.dress.train.json,B005EVNJ1C,dress,data\images\pics\B003RRWD62.png
B008XOBYGE,"['has a stripy pattern', 'has yellow and purple stripes']",cap.dress.train.json,B006WRXVY2,dress,data\images\pics\B008XOBYGE.png
B00B0QC772,"['is pink with shorter sleeves', 'is pink with short sleeves']",cap.dress.train.json,B00BXXLJTY,dress,data\images\pics\B00B0QC772.png
B00C65Y800,"['is tighter and no collar', 'is shorter']",cap.dress.train.json,B00E1BG4Y0,dress,data\images\pics\B00C65Y800.png
B007TWJFNU,"['has no collar and is solid grey', 'is one color']",cap.dress.train.json,B0086SFRHO,dress,data\images\pics\B007TWJFNU.png
B00D503P5Y,"['is short and black', 'darker and shorter']",cap.dress.train.json,B00AHGAONU,dress,data\images\pics\B00D503P5Y.png
B00F0K4N4O,"['has thinner straps and is black', 'is darker and has thin straps']",cap.dress.train.json,B003VYAV5Q,dress,data\images\pics\B00F0K4N4O.png
B0058YS7FI,"['is black with a u neck shape and short sleeves', 'is black with a higher neckline']",cap.dress.train.json,B008L1P582,dress,data\images\pics\B0058YS7FI.png
B00GO987SS,"['is louder and shorter', 'has more graphics']",cap.dress.train.json,B008RBA9BO,dress,data\images\pics\B00GO987SS.png
B00APFEPRY,"['is solid red and slimmer', 'is less open and flowing']",cap.dress.train.json,B00C19J7GG,dress,data\images\pics\B00APFEPRY.png
B00EIQLXTE,"['has horizontal stipes and more colours', 'is short sleeves and stripped with different colors']",cap.dress.train.json,B00EIQK9WQ,dress,data\images\pics\B00EIQLXTE.png
B004MGVBPG,"['is longer with straps and bow belt', ' long sleeved']",cap.dress.train.json,B004NGNG44,dress,data\images\pics\B004MGVBPG.png
B006W1TYE4,"['is shorter and is blue', 'is blue and is shorter']",cap.dress.train.json,B00AXU14BQ,dress,data\images\pics\B006W1TYE4.png
B007GAFWB4,"['is white and black', 'is lighter on the top']",cap.dress.train.json,B007RB7C6A,dress,data\images\pics\B007GAFWB4.png
B009DI5V2C,"[' with an american flag in the middle frame', ' has a graphic']",cap.dress.train.json,B007WATNFE,dress,data\images\pics\B009DI5V2C.png
B00CSI12W2,"['is a longer solid black sleeveless', 'is longer and all black']",cap.dress.train.json,B009MPNO98,dress,data\images\pics\B00CSI12W2.png
B00ATLH0HQ,"['Is black with long sleeves.', 'is more black and has less pattern']",cap.dress.train.json,B008DCP99Y,dress,data\images\pics\B00ATLH0HQ.png
B005UXSVVM,"['is shorter and purple', 'magenta with thicker straps']",cap.dress.train.json,B005W3E2PE,dress,data\images\pics\B005UXSVVM.png
B007520NXU,"['is written Jones New York', 'na']",cap.dress.train.json,B00ALTB0PY,dress,data\images\pics\B007520NXU.png
B00BSWF93W,"['is shorter with flared sleeves', 'is darker and shorter']",cap.dress.train.json,B00A13BI2U,dress,data\images\pics\B00BSWF93W.png
B0097IWXM4,"['is longer and solid white like gown', 'is longer']",cap.dress.train.json,B0091QS2YU,dress,data\images\pics\B0097IWXM4.png
B008D9AMUI,"['has a belt and a lower neck line', 'is more darker']",cap.dress.train.json,B006PHEWE2,dress,data\images\pics\B008D9AMUI.png
B005915366,"['is green with no sleeves', 'is sleeveless in blue.']",cap.dress.train.json,B007I6BXOG,dress,data\images\pics\B005915366.png
B004USQGFQ,"['is a little longer with a high-low hem', 'is black and magenta']",cap.dress.train.json,B009PPPO4I,dress,data\images\pics\B004USQGFQ.png
B006QII0FC,"['is black and longer', ' belt and short sleeves.']",cap.dress.train.json,B007CTM8S4,dress,data\images\pics\B006QII0FC.png
B00BIPLLKE,"['is shorter and stripped', 'is striped in a different design with sleeves.']",cap.dress.train.json,B00CLF477O,dress,data\images\pics\B00BIPLLKE.png
B007XXL5RO,"['is tye dyed and shorter', 'is sleeveless with a different pattern']",cap.dress.train.json,B00B7RRF1M,dress,data\images\pics\B007XXL5RO.png
B005SGATXE,"['long black dress', 'is much longer and has no sleeves']",cap.dress.train.json,B00D7847ZQ,dress,data\images\pics\B005SGATXE.png
B007IS2ALE,"['is purple with short sleeves', 'is purple with short sleeves']",cap.dress.train.json,B005KLV20Q,dress,data\images\pics\B007IS2ALE.png
